,score,roaster,title,Roaster Location,Coffee Origin,Roast Level,Agtron,Est. Price,blind_assessment,notes,bottom_line
0,95,Bird Rock Coffee Roasters,Panama Auromar Estate Geisha Peaberry,"San Diego, California","Piedra Candela, Chiriqui Province, far western Panama",Medium-Light,53/81,$51.00/8 ounces,"Resonantly bright, floral-toned. Jasmine, frankincense, cardamom, toffee, apricot in aroma and cup. Balanced, sweetly tart structure with juicy acidity; crisp, velvety mouthfeel. The deep, flavor-saturated finish leads with caramel-toned apricot in the short, with rich florals resurfacing in the long. ","Regrettably, this fine coffee sold out before the publication of our review. Produced from trees of the rare Ethiopia-derived botanical variety Gesha (also Geisha) by farmer Roberto Brenes of Auromar Estate. With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Gesha variety continues to distinguish itself as one of the world’s most unique coffees. This is a dry-processed or “natural” Gesha, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. This sample also consists entirely of peaberries, a kind of bean that results when the coffee fruit develops only a single, oval bean rather than the usual pair of flat-sided beans. Peaberries produce a somewhat different (often better) cup than normal beans from the same crop, from which they may or may not be separated during grading. Based in the San Diego area, Bird Rock Coffee Roasters is a retailer and wholesaler focused on organic and socially responsible coffees; it was awarded the “2012 Micro-Roaster of the Year” title from Roast Magazine. Visit"," A vibrant, exhilarating natural-processed peaberry Gesha saturated with rich floral, spice and fruit aromas and flavors throughout the profile."
0,92,A.R.C.,Indonesia Emerald Mandheling,"Hong Kong, China","Gayo (also Aceh) growing region, Aceh Province, northern Sumatra, Indonesia",Medium-Light,54/78,HKD $140/227 grams,"Deeply rich, spicy sweet. Pear, cedar, vanilla, grapefruit zest, cumin in aroma and cup. Tartly bittersweet in structure; full, syrupy though drying mouthfeel. Resonant finish consolidates around pear and a floral-toned vanilla. ","Coffees from the northern part of the Indonesian island of Sumatra are valued for their complex aromatic wood and fruit notes that appear to result largely from unorthodox fruit removal and drying practices called “wet-hulling.” This is a refined example of the type. A.R.C., whose motto is “more than specialty,” rigorously controls three vital elements: sourcing of green coffee, roasting, and, in cafe environments, water quality for brewed coffee. For more information, visit http://www.arc.coffee/en/index.html."," Complex and dynamic in structure, balancing tart, sweet and bitter, with deeply layered and complex aromatics."
0,95,Temple Coffee and Tea,Panama Finca Hartmann Geisha Natural,"Sacramento, California","Chiriqui Province, far western Panama",Light,60/84,$54.00/8 ounces,"Delicate, deeply sweet, complexly layered. Passionfruit, roasted cacao nib, frankincense, lilac, almond in aroma and cup. Balanced, sweet-tart structure with juicy acidity; crisp, satiny mouthfeel. The richly cocoa-toned finish is redolent of tropical fruit and fragrant aromatic wood.","Produced from trees of the rare Ethiopia-derived botanical variety Gesha (also Geisha) by the Hartmann family. With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Gesha variety continues to distinguish itself as one of the world’s most unique coffees. This is a dry-processed or “natural” Gesha, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit"," An exciting natural-processed Geisha that leads with juicy fruit notes and deeply sweet florals, all wrapped in frankincense and cocoa."
0,92,Temple Coffee and Tea,Ethiopia Reko Estate Yirgacheffe,"Sacramento, California","Yirgacheffe growing region, southern Ethiopia",Medium-Light,54/74,$19.00/12 ounces,"Deep, intense, sweetly perfumy, savory-edged. Dark chocolate, vanilla, dried mango, sandalwood, a hint of dried mint in aroma and cup. Very sweet though also rather drying and tannic in structure; satiny mouthfeel. Resonant, flavor-saturated finish, sweet yet spicy, particularly impressive in the long.","Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional varieties of Arabica long grown in the region. Processed by the wet or washed method (fruit skin and pulp are removed before drying).Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small, garden plots interplanted with food and other subsistence crops. Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit"," Expresses the deep, spicy-sweet side of the Yirgacheffe profile, engaging in its balance of savory depth and perfumy sweetness."
0,91,Temple Coffee and Tea,Costa Rica Sonora Estate Venecia Natural,"Sacramento, California","Central Valley, Costa Rica",Medium-Light,53/87,$20.50/12 ounces,"Rich, roundly sweet-tart. Peach, fresh-cut fir, baker’s chocolate, magnolia, brown sugar in aroma and cup. Bittersweet in structure; crisp, velvety mouthfeel. Baker’s chocolate and stone fruit carry the quietly resonant short finish, fresh-cut fir and deep florals prevail in the long.","Produced by the father-son team of Alberto and Diego Guardia from trees of the Venecia variety, a mutant selection of the sturdy, compact-growing Caturra that withstands heavy rains, among other agronomic virtues. An unusually refined example of a dry-processed or “natural” coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit"," An engaging natural-processed Costa Rica cup, with top notes of peach and undercurrents of wood-framed florals throughout."
0,95,Simon Hsieh’s Aroma Roast Coffees,Mini-Me Washed Kaffa Forest,"Taoyuan City, Taiwan","Yirgacheffe growing region, southern Ethiopia",Medium-Dark,40/60,NT $1300/16 ounces,"Evaluated as espresso. Intensely chocolaty, vivaciously fruit-toned. Dark chocolate, narcissus, pie cherry, molasses, sandalwood in aroma and small cup. Rich, syrupy mouthfeel. A resonant finish leads with cherry and narcissus notes in the short and sandalwood-toned chocolate in the long. In three parts milk, dark chocolate envelopes deeply stated fruit and floral notes. ",This exceptional coffee was selected as the No. 18 coffee on ," A dynamic trifecta of flowers, fruit and chocolate in both the shot and in cappuccino-scaled milk."
0,94,Magnolia Coffee,Jade Espresso,"Charlotte, North Carolina",Brazil and four other origins,Medium-Light,56/72,$14.00/12 ounces,"Evaluated as espresso. Richly and deeply pungent. Dark chocolate, cedar, orange zest, floral-toned vanilla, fresh pipe tobacco in aroma and small cup. Syrupy but lively mouthfeel; dark chocolate, cedar, orange carry into a resonant finish. The dark chocolate turns crisp and malty in three parts milk. ","Magnolia Coffee is a Charlotte, North Carolina-based specialty roaster whose motto is “Craft Roasted. Truly Delicious. Socially Conscious.” Magnolia Coffee focuses on direct-trade coffees that make a difference in the lives of the coffee harvesters and the local communities they serve."," Deep, rich, gently tart, chocolaty as a straight shot; gloriously dessert-like in three parts milk."
0,93,Ka'u Specialty Coffee,Estate Medium Roast,"Pahala, Hawaii","Ka'u growing region, Big Island of Hawaii",Medium-Light,61/77,$29.48/8 ounces,"Deeply sweet, delicately zesty, complexly fruit- and floral-toned. Peach, grapefruit zest, alyssum-like flowers, dark chocolate, cinnamon in aroma and cup. Sweetly tart in structure, with a deepening savory-bitter edge. Light, satiny mouthfeel; flavor saturates a deep, richly floral and chocolate-toned finish.","Ka’u is an emerging Hawaii coffee-growing district centered approximately 30 miles southeast of the famous Kona region. This Ka’u is produced by the Palehua Ohana Cooperative of small-holding Ka’u farmers, an organization dedicated to impeccable socio-economic and environmental practices. It was processed using the wet or “washed” method, in which skin and fruit flesh are removed from the beans or seeds before they are dried. Visit www.kauspecialtycoffee.com for more information.", A coffee both classic in its crisp clarity and subtly original in its high-toned fruit and floral aromatics.
0,93,Simon Hsieh’s Aroma Roast Coffees,Ethiopia Holy Grail Natural Yirgacheffe,"Taoyuan City, Taiwan","Yirgacheffe growing region, southern Ethiopia",Medium,47/69,NT $2500/16 ounces,"Evaluated as espresso. Crisply sweet-tart. Frangipane, dark chocolate, cedar, tamarind, jasmine in aroma and small cup. Crisp, velvety mouthfeel; nut-toned, richly tannic finish. In cappuccino-scaled milk, invitingly bittersweet, with notes of dark chocolate and jasmine in harmony.","Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional varieties of Arabica long grown in the region. This is a “natural” or dry-processed version, meaning the beans were dried inside the fruit, encouraging a flavor profile that is less predictable and deeper than the more familiar wet-processed floral- and citrus-toned Yirgacheffe profile. Like virtually all southern Ethiopia coffees, produced by villagers on small, garden plots interplanted with food and other subsistence crops. In addition to his retail roasting operation, Aroma Roast Coffees, Simon Hsieh also operates Soaring Phoenix Trading, a business focused on purpose-built commercial espresso blends and high quality single-origin coffees. Visit "," In the straight shot, dark chocolate and tart fruit reign; in milk, spicy floral notes wrapped in chocolate carry the day."
0,93,Black Coffee in Black Jar,Ethiopia Agakiso,"Taichung, Taiwan","Guji Zone, southern Ethiopia",Light,57/85,$35.00/100 grams,"Sweetly pungent, floral-toned. Rhododendron, fine musk, black cherry, sandalwood, roasted cacao nib in aroma and cup. Balanced, bittersweet structure; velvety-smooth mouthfeel. The finish consolidates to cocoa-toned florals in the short and sweet aromatic wood notes in the long.","Southern Ethiopia coffees like this one are largely produced from traditional Ethiopian varieties of Arabica long grown in the region. When processed by the wet or washed method (fruit skin and pulp are removed before drying, as here), they typically express great aromatic complexity and intensity with a particular emphasis on floral notes. Like virtually all southern Ethiopia coffees, this coffee is produced by villagers on small, garden plots interplanted with food and other subsistence crops. Black Coffee in Black Jar, a Taiwan-based nano-roaster and café, is named for both the Taiwanese colloquialism “black soy sauce in black jar,” indicating something is difficult to see through, and the literal black jar this company stores coffee in to protect it from UV light. For more information, visit"," A crisply sweet, inviting Ethiopia cup with pretty notes of black cherry and vanilla-like florals enveloped in cocoa-toned sandalwood."
